Gene,Predicted Label,Probability
VAMP1,[1],[0.5422591]
AGR2,[1],[0.54224294]
PPIP5K2,[1],[0.542202]
POLD3,[1],[0.54208785]
IZUMO1,[1],[0.5420331]
WDR62,[1],[0.54186755]
NOS3,[1],[0.54185355]
SPG7,[1],[0.54171044]
GTF2IRD1,[1],[0.54167783]
RPL39,[1],[0.541667]
SH3GL2,[1],[0.5415628]
PPM1L,[1],[0.5415333]
NPHS1,[1],[0.5413347]
CALCR,[1],[0.54087806]
MAP2K2,[1],[0.540694]
VCAM1,[1],[0.5405506]
KCNB1,[1],[0.5404808]
NLRP3,[1],[0.5404299]
NFKBIE,[1],[0.540293]
INPP5D,[1],[0.54026157]
GABRB2,[1],[0.54021]
RPS6KA5,[1],[0.54015195]
BLM,[1],[0.540022]
MSR1,[1],[0.53973484]
NPAS2,[1],[0.5396966]
KCNJ10,[1],[0.5395496]
SS18L1,[1],[0.5395343]
RAD23B,[1],[0.5395078]
GRIP1,[1],[0.53950065]
TBXAS1,[1],[0.539407]
PHF20,[1],[0.53934896]
EZR,[1],[0.53923357]
AQP8,[1],[0.5390851]
ITSN1,[1],[0.5390356]
GNAI1,[1],[0.53903437]
EPHB3,[1],[0.53897244]
THSD7B,[1],[0.5386459]
KSR2,[1],[0.5385526]
KLHL13,[1],[0.5384881]
SHMT1,[1],[0.5382622]
GABRB1,[1],[0.5380663]
CSTF3,[1],[0.5380617]
CPT1A,[1],[0.5379613]
DMGDH,[1],[0.5379516]
RTKN,[1],[0.53783214]
ZDHHC17,[1],[0.53779185]
USP28,[1],[0.5377506]
NEFM,[1],[0.5377391]
DGKD,[1],[0.537595]
AP4E1,[1],[0.5370795]
CNTNAP1,[1],[0.53706676]
CD44,[1],[0.5370483]
PPP2R5A,[1],[0.5368106]
RDH5,[1],[0.5366658]
DNMT3B,[1],[0.53630894]
CEP250,[1],[0.5362947]
KAT2B,[1],[0.5362703]
SCG3,[1],[0.53617346]
STX1A,[1],[0.53613776]
TRIB1,[1],[0.53581274]
S1PR5,[1],[0.5358045]
SP7,[1],[0.53570795]
PRICKLE2,[1],[0.53570193]
PHC2,[1],[0.5356457]
MGAT3,[1],[0.5354902]
CTNND1,[1],[0.5354885]
LRP12,[1],[0.5354723]
AP1G1,[1],[0.53541905]
HNRNPH1,[1],[0.5353472]
AGO3,[1],[0.5353292]
IGFBP2,[1],[0.53531855]
ISL1,[1],[0.53530914]
HDAC5,[1],[0.5350924]
TUBB8,[1],[0.53507894]
SCARA5,[1],[0.5349943]
CELSR3,[1],[0.5349288]
STK39,[1],[0.53467757]
EDNRB,[1],[0.5345298]
PAK3,[1],[0.5343098]
MYCN,[1],[0.534249]
DNM3,[1],[0.5342304]
CLCA1,[1],[0.5341751]
TIPIN,[1],[0.53371274]
OXCT1,[1],[0.53364325]
GNG11,[1],[0.53356475]
HCK,[1],[0.53344023]
KCNIP1,[1],[0.5333928]
PAX7,[1],[0.53335917]
NTM,[1],[0.53327376]
SLC4A2,[1],[0.5331837]
INPP5B,[1],[0.5331635]
STAP1,[1],[0.5330893]
FCGR3A,[1],[0.532829]
NUFIP2,[1],[0.5327734]
MSX2,[1],[0.5327041]
MCM3,[1],[0.5326754]
STXBP2,[1],[0.53260636]
UBE2J2,[1],[0.5325483]
COLEC11,[1],[0.53251636]
CCNT1,[1],[0.5323355]
EFNB2,[1],[0.5321865]
ANO1,[1],[0.5318931]
AKT3,[1],[0.5317896]
MATN3,[1],[0.53178936]
TFPT,[1],[0.5316643]
IL2RG,[1],[0.53166145]
TIMP3,[1],[0.5315524]
WNT2,[1],[0.5315304]
TAF1C,[1],[0.53143233]
SH2B3,[1],[0.53096795]
NID1,[1],[0.5309595]
B3GNT7,[1],[0.53085774]
ACTN4,[1],[0.5306724]
CACNA1B,[1],[0.53061074]
KCNIP4,[1],[0.5302814]
PHACTR3,[1],[0.5301505]
PIK3C2A,[1],[0.5301041]
LMX1B,[1],[0.5300744]
APBA1,[1],[0.5300683]
FBXL7,[1],[0.52993226]
SPRED1,[1],[0.52975756]
METTL7A,[1],[0.5294964]
RBBP8,[1],[0.52949125]
UNC80,[1],[0.52931535]
KHDRBS2,[1],[0.528959]
RP1L1,[1],[0.52893245]
FANCB,[1],[0.52873254]
STK11,[1],[0.5286411]
RAB37,[1],[0.5286075]
AP1B1,[1],[0.5282642]
CAPZA1,[1],[0.5282092]
GJB1,[1],[0.52774495]
DDX25,[1],[0.52755225]
PPARGC1B,[1],[0.5272519]
MARCKSL1,[1],[0.5271568]
PSPC1,[1],[0.5270339]
E2F3,[1],[0.5270038]
KCTD3,[1],[0.5266477]
PRKAR2B,[1],[0.5265789]
PTPN4,[1],[0.5265146]
JAG1,[1],[0.5264351]
MAN1C1,[1],[0.52631325]
SNAI1,[1],[0.52596474]
GOLGA3,[1],[0.52596396]
CD79B,[1],[0.5259606]
ZNF81,[1],[0.5259224]
COL8A1,[1],[0.52590317]
EPHB6,[1],[0.5258939]
PPP3CB,[1],[0.52574635]
SPTBN5,[1],[0.5257437]
TAF13,[1],[0.5257188]
GNG12,[1],[0.5255245]
SNRPD2,[1],[0.52547127]
RECK,[1],[0.52546835]
SCN4A,[1],[0.52543753]
GSN,[1],[0.52537346]
FHL1,[1],[0.52504426]
ACIN1,[1],[0.52495295]
FUS,[1],[0.5249493]
MORF4L1,[1],[0.5248574]
GNA14,[1],[0.5247608]
NTRK2,[1],[0.52469397]
INO80,[1],[0.5246622]
AFF4,[1],[0.5244741]
DPYS,[1],[0.5243937]
LMOD1,[1],[0.5242907]
ANGPT1,[1],[0.524264]
PDE7A,[1],[0.52408296]
PHC3,[1],[0.52400696]
OGDH,[1],[0.52398455]
LY86,[1],[0.52381754]
KLF15,[1],[0.52345234]
CD48,[1],[0.5233748]
NRG1,[1],[0.5232877]
RAB8A,[1],[0.52315867]
GTF2F1,[1],[0.52310884]
VPS37B,[1],[0.5230934]
CNKSR1,[1],[0.52291536]
SPRY4,[1],[0.5227459]
POU2F2,[1],[0.52254677]
POLK,[1],[0.5225207]
KCNK9,[1],[0.5223841]
NFYC,[1],[0.52232116]
BMP6,[1],[0.5222095]
NOX4,[1],[0.5221988]
SUN2,[1],[0.5220005]
MITF,[1],[0.5218553]
PSME3,[1],[0.52166176]
SNRPG,[1],[0.52130246]
PSAT1,[1],[0.52128613]
SRSF3,[1],[0.521246]
CSF1R,[1],[0.52092755]
PROC,[1],[0.5208994]
ID3,[1],[0.5208736]
CXCL12,[1],[0.52072835]
MYH7,[1],[0.520655]
LMNA,[1],[0.5206352]
ZNF254,[1],[0.52045935]
NF2,[1],[0.52041507]
PAFAH1B1,[1],[0.5203532]
ANKRD1,[1],[0.5200227]
AP1S1,[1],[0.5199356]
CDK1,[1],[0.51992947]
EFEMP1,[1],[0.51983565]
TRPC6,[1],[0.5198134]
ABL1,[1],[0.5197861]
RPL14,[1],[0.51974714]
VPS29,[1],[0.51966834]
MOV10,[1],[0.5195683]
RAB1A,[1],[0.5195574]
ARHGAP5,[1],[0.51935214]
LPAR1,[1],[0.51928043]
BCL2,[1],[0.5190005]
STAM2,[1],[0.5188145]
RTN3,[1],[0.51852477]
MED24,[1],[0.5184979]
PLEKHG2,[1],[0.51845056]
JAZF1,[1],[0.51830643]
TAF10,[1],[0.51826817]
CUL9,[1],[0.5181811]
VPS36,[1],[0.5181395]
KCNC1,[1],[0.51810473]
TUBD1,[1],[0.5180505]
VAC14,[1],[0.5179377]
UBE2D1,[1],[0.5178456]
MMP16,[1],[0.5176668]
NOD1,[1],[0.5176426]
UBR1,[1],[0.5176415]
VIPR1,[1],[0.5176098]
CSDE1,[1],[0.51752365]
PRKAA2,[1],[0.5173553]
KRT6B,[1],[0.5173064]
CNGB1,[1],[0.51708156]
MAD1L1,[1],[0.51707345]
BLK,[1],[0.517031]
ZC3H15,[1],[0.5169054]
GNAI2,[1],[0.516904]
ADRA1A,[1],[0.51674557]
CDH6,[1],[0.51666474]
PLK4,[1],[0.5165817]
SETD1A,[1],[0.5165811]
CSNK1E,[1],[0.5165475]
HNF1B,[1],[0.516507]
PPFIA1,[1],[0.5163681]
GRM5,[1],[0.5163408]
GAB2,[1],[0.5163225]
KDM1A,[1],[0.5162401]
GRIA4,[1],[0.5159145]
F11R,[1],[0.51577365]
CDH8,[1],[0.51574343]
OR51E1,[1],[0.51568866]
CR2,[1],[0.5156046]
KCNIP3,[1],[0.51559645]
GNG7,[1],[0.5154728]
ZNF678,[1],[0.51539683]
RPL34,[1],[0.5153455]
TBK1,[1],[0.51527786]
SKIV2L,[1],[0.5152742]
CXCL6,[1],[0.5150752]
DCTN1,[1],[0.51500297]
UGCG,[1],[0.5148898]
RPS27A,[1],[0.51478875]
UBE2B,[1],[0.514775]
SPC24,[1],[0.5146784]
CRB1,[1],[0.5146592]
NR4A2,[1],[0.5146213]
SLC4A1,[1],[0.51451546]
NES,[1],[0.5144886]
CYP17A1,[1],[0.51436716]
HNRNPR,[1],[0.51435053]
TARDBP,[1],[0.51423514]
IGF1,[1],[0.5138762]
LAMB2,[1],[0.51367944]
MAP4K4,[1],[0.5132519]
PPP6R3,[1],[0.513226]
RHOBTB1,[1],[0.5132217]
CDC20,[1],[0.5130888]
DNMBP,[1],[0.51289666]
KIF5A,[1],[0.51279795]
RNGTT,[1],[0.5126744]
EFNA3,[1],[0.5125211]
IDE,[1],[0.5124042]
UNC93B1,[1],[0.5123848]
GNAO1,[1],[0.5122616]
RELT,[1],[0.5122236]
USP47,[1],[0.51219785]
PDE4A,[1],[0.5121512]
ABCA7,[1],[0.51208013]
ZNF12,[1],[0.5118511]
PPRC1,[1],[0.5118084]
KDM5A,[1],[0.5117891]
EFNB1,[1],[0.5116596]
SUPV3L1,[1],[0.5116333]
SYDE2,[1],[0.5113586]
ZNF770,[1],[0.5112673]
CEACAM6,[1],[0.51123065]
EPC1,[1],[0.511078]
ADRA1D,[1],[0.51094645]
TBX20,[1],[0.5109411]
RCOR2,[1],[0.51070523]
CSGALNACT1,[1],[0.5106885]
TLE1,[1],[0.5106097]
TPTE,[1],[0.51058567]
ADAMTS18,[1],[0.51056355]
SRGAP3,[1],[0.5105608]
CDCA7,[1],[0.5105104]
ZNF766,[1],[0.51043606]
TAF5,[1],[0.5104237]
WBP1,[1],[0.5103088]
ARHGAP25,[1],[0.51021844]
PARD3B,[1],[0.5101926]
RBPMS,[1],[0.51015615]
SPIN1,[1],[0.51010585]
INSRR,[1],[0.5100334]
ANTXR1,[1],[0.5099331]
FZD4,[1],[0.50987875]
FLT3,[1],[0.50982505]
IRS1,[1],[0.50979626]
UNC13B,[1],[0.50934684]
ANO5,[1],[0.5092856]
ME1,[1],[0.5090545]
USP25,[1],[0.5089366]
AQP7,[1],[0.5087014]
CREB3L1,[1],[0.50864613]
PSMD2,[1],[0.50860924]
RFX7,[1],[0.5085971]
UQCC1,[1],[0.50844115]
CDK2,[1],[0.50842506]
LPAR4,[1],[0.5082729]
UPK2,[1],[0.50827277]
PPP1CA,[1],[0.50816405]
RHBDF2,[1],[0.5081138]
SLMAP,[1],[0.50811005]
FNIP1,[1],[0.50798583]
ZNF84,[1],[0.5079687]
CABIN1,[1],[0.5078642]
ARNT,[1],[0.5078592]
TNFSF9,[1],[0.5077732]
IRX5,[1],[0.5077109]
GYG2,[1],[0.5076296]
NEDD4,[1],[0.5074802]
TUBA8,[1],[0.50730324]
ZRSR2,[1],[0.5072677]
CREB3L2,[1],[0.5070458]
GTF3C1,[1],[0.5065824]
SOX6,[1],[0.50647134]
ALDH1A1,[1],[0.5064595]
STK4,[1],[0.50645655]
NAA25,[1],[0.50645196]
NRN1,[1],[0.5064055]
DOCK5,[1],[0.5063828]
SDC4,[1],[0.50634915]
SAP130,[1],[0.50624985]
USP1,[1],[0.50616866]
RAD17,[1],[0.50608474]
SERPINB8,[1],[0.50605476]
FBP1,[1],[0.50597775]
CBLC,[1],[0.50583476]
TBC1D2,[1],[0.5057806]
PPP1R14B,[1],[0.50564134]
EPPK1,[1],[0.5056382]
LRP8,[1],[0.5055877]
MLLT10,[1],[0.5054906]
CHEK2,[1],[0.5054774]
IRF7,[1],[0.5053919]
F5,[1],[0.505347]
DNAH12,[1],[0.5052544]
SDC3,[1],[0.50523007]
SOHLH2,[1],[0.50519216]
ZNF468,[1],[0.50516164]
CD47,[1],[0.5050951]
BBOX1,[1],[0.5050634]
TECR,[1],[0.5050065]
FCN1,[1],[0.5049995]
AQP1,[1],[0.50498265]
GHR,[1],[0.50480926]
ACTL6A,[1],[0.5047798]
SCARB2,[1],[0.50471336]
MRPS27,[1],[0.5045731]
SALL1,[1],[0.5045606]
KRT15,[1],[0.5045025]
MGLL,[1],[0.5043824]
PFKFB1,[1],[0.50415486]
MLXIP,[1],[0.5041214]
EIF4A1,[1],[0.50397736]
LIG4,[1],[0.503808]
CCL16,[1],[0.503742]
PARVB,[1],[0.5037413]
NCKAP1,[1],[0.5037287]
KCNH1,[1],[0.50363576]
ATP2A1,[1],[0.50361276]
ITCH,[1],[0.5035692]
TP63,[1],[0.5035504]
USP13,[1],[0.5033937]
RPL27,[1],[0.5033875]
PAX8,[1],[0.5033675]
INCENP,[1],[0.50314957]
GPT2,[1],[0.50312227]
SMPD4,[1],[0.50295883]
MCM5,[1],[0.50293386]
SYT6,[1],[0.5029152]
NR4A1,[1],[0.50282437]
MED14,[1],[0.502765]
RORB,[1],[0.50275207]
RAB31,[1],[0.5026928]
IL12RB2,[1],[0.5026093]
TXLNA,[1],[0.50246984]
EPB41L2,[1],[0.5024669]
SFSWAP,[1],[0.5023626]
NDE1,[1],[0.50229895]
FGF14,[1],[0.5021243]
ROR1,[1],[0.50211865]
PDE3B,[1],[0.50208527]
LDB2,[1],[0.5020073]
ATP2B4,[1],[0.5019729]
CRK,[1],[0.50192463]
PTPRE,[1],[0.5019159]
IKBKG,[1],[0.50173783]
MAPK14,[1],[0.50164646]
YIPF1,[1],[0.5015027]
IL10,[1],[0.5014491]
MYLK3,[1],[0.5014141]
PTN,[1],[0.5012168]
IFIH1,[1],[0.5010075]
FSTL1,[1],[0.5009445]
CEP120,[1],[0.5008043]
IRAK2,[1],[0.5007919]
RAB7A,[1],[0.5007603]
IRAK3,[1],[0.50075984]
CD4,[1],[0.50064]
TGFB2,[1],[0.5003731]
ADCYAP1R1,[1],[0.5003088]
PRKAG1,[1],[0.50026226]
ZIK1,[1],[0.5001351]
PSEN1,[1],[0.500133]
AKR1D1,[0],[0.4997783]
MATR3,[0],[0.49971613]
GSPT2,[0],[0.499695]
HNRNPK,[0],[0.4995943]
PCDHA11,[0],[0.4995762]
RPN1,[0],[0.49954504]
TTC27,[0],[0.49935234]
SNRPD1,[0],[0.49916846]
ELL2,[0],[0.49913782]
ITGAM,[0],[0.49908662]
FCN2,[0],[0.4990494]
NCBP2,[0],[0.49902284]
FGA,[0],[0.4990203]
ARHGEF4,[0],[0.49885157]
CYP1B1,[0],[0.4987355]
FNDC5,[0],[0.4987028]
GNB5,[0],[0.49868008]
MCM6,[0],[0.49862644]
FOXO1,[0],[0.4985907]
PSCA,[0],[0.49852183]
PGM1,[0],[0.49831495]
SWAP70,[0],[0.49830168]
SCAP,[0],[0.4982955]
BRIP1,[0],[0.49800828]
PTX3,[0],[0.49796063]
GNB4,[0],[0.49754697]
CHAF1A,[0],[0.49752265]
LAPTM5,[0],[0.49741793]
DVL2,[0],[0.49728695]
RNF111,[0],[0.49726617]
HSPA2,[0],[0.49725226]
F13A1,[0],[0.49701315]
ADAMTS1,[0],[0.49676862]
PSMB8,[0],[0.49645916]
CD163,[0],[0.4962527]
GALNT8,[0],[0.49618366]
PRIM1,[0],[0.4961123]
SAP18,[0],[0.49582857]
LILRA1,[0],[0.49580845]
GREM2,[0],[0.49575043]
GLP2R,[0],[0.49571908]
NDC1,[0],[0.49537373]
CUL4B,[0],[0.4953221]
CDH5,[0],[0.49527165]
ARHGAP30,[0],[0.49516937]
USP30,[0],[0.4951484]
VTI1B,[0],[0.49514005]
TNFRSF10A,[0],[0.49511993]
TTR,[0],[0.4949745]
RELB,[0],[0.49491018]
ADCY9,[0],[0.49489117]
TIMP1,[0],[0.49482945]
DUSP4,[0],[0.4947786]
SPSB1,[0],[0.49472824]
ID1,[0],[0.494672]
RPL13,[0],[0.49455768]
PLD1,[0],[0.49450052]
NUP37,[0],[0.4941929]
SIK2,[0],[0.4941511]
PRKAA1,[0],[0.49366707]
SMAD6,[0],[0.49365893]
ORC3,[0],[0.49359432]
LHX1,[0],[0.4935463]
MYH6,[0],[0.4934666]
STRN3,[0],[0.49331057]
ZNF445,[0],[0.49330685]
FSHR,[0],[0.49327818]
LIMK1,[0],[0.49318418]
MFAP4,[0],[0.49302074]
SDHA,[0],[0.49301895]
DAB2,[0],[0.49297056]
ZNF138,[0],[0.49294114]
FANCG,[0],[0.49291974]
GDF7,[0],[0.49288866]
CADM1,[0],[0.49273047]
SPDL1,[0],[0.49272078]
THOC6,[0],[0.4927073]
MAP3K8,[0],[0.49259013]
CADM3,[0],[0.49258485]
FGF9,[0],[0.49253178]
IPO7,[0],[0.49242374]
ARFGEF2,[0],[0.49227193]
CCNA2,[0],[0.49219146]
IMPDH2,[0],[0.49216443]
PYGO1,[0],[0.49212492]
MCM4,[0],[0.4920322]
CEP152,[0],[0.49201664]
PYGM,[0],[0.49180558]
MYOM2,[0],[0.49179476]
RPS15,[0],[0.49159992]
SLC25A4,[0],[0.49146587]
TAF9B,[0],[0.49137047]
NCK1,[0],[0.4913342]
TNFSF15,[0],[0.49125153]
SGIP1,[0],[0.49114573]
SSTR2,[0],[0.49110627]
SCRIB,[0],[0.4911018]
FNIP2,[0],[0.49107057]
MTMR7,[0],[0.4910054]
SPRY1,[0],[0.4909766]
GRB7,[0],[0.4909359]
WNT2B,[0],[0.4907142]
PALMD,[0],[0.49069348]
PCDHB16,[0],[0.49066758]
MAPRE1,[0],[0.49046308]
EYA2,[0],[0.4904316]
CLASP2,[0],[0.49036893]
SNCAIP,[0],[0.4903264]
CXCL2,[0],[0.49032634]
NR1I3,[0],[0.49025303]
PAXIP1,[0],[0.49006838]
CTNND2,[0],[0.49002257]
EZH2,[0],[0.48996258]
CD74,[0],[0.48979905]
KRT7,[0],[0.48958704]
MLLT3,[0],[0.48953933]
PHF8,[0],[0.48938465]
TYROBP,[0],[0.48936638]
SYT9,[0],[0.4892791]
TNNC1,[0],[0.48914376]
ZNF10,[0],[0.48904952]
NAP1L1,[0],[0.48896202]
PLB1,[0],[0.48882416]
TREM2,[0],[0.48877358]
CR1L,[0],[0.48873726]
WNT11,[0],[0.48872325]
BTG1,[0],[0.48868448]
MASP2,[0],[0.4886038]
ZNF516,[0],[0.4885553]
RBL2,[0],[0.488493]
MYH1,[0],[0.48846734]
WDR37,[0],[0.48841023]
BCL6,[0],[0.48838693]
SF3B2,[0],[0.48830903]
JARID2,[0],[0.48818433]
PCDHB5,[0],[0.48817512]
CSF2RA,[0],[0.48808342]
GATAD2B,[0],[0.48806918]
TERF2,[0],[0.4878784]
S1PR1,[0],[0.48785198]
FEZ1,[0],[0.48782593]
INTS8,[0],[0.48775634]
MBNL1,[0],[0.48770082]
HKDC1,[0],[0.48755935]
SYCP1,[0],[0.48741448]
RAB6B,[0],[0.48740202]
PDIA3,[0],[0.4873441]
PRPF40B,[0],[0.48721293]
SSR3,[0],[0.48712805]
RSRC1,[0],[0.48693722]
UBIAD1,[0],[0.4868199]
MMS22L,[0],[0.4864678]
CYP39A1,[0],[0.48640218]
TJP2,[0],[0.48633695]
PRPF4B,[0],[0.48609042]
TFB2M,[0],[0.48592547]
NLGN3,[0],[0.48577076]
PEX5L,[0],[0.4857633]
RPL36AL,[0],[0.48574987]
ABCC2,[0],[0.4857065]
PKD2,[0],[0.48569572]
SPTB,[0],[0.48565903]
PTH1R,[0],[0.4854149]
SLK,[0],[0.4854104]
CDK7,[0],[0.48537803]
PDE6B,[0],[0.4853568]
PIF1,[0],[0.485281]
DRD2,[0],[0.48525557]
ENPP1,[0],[0.48523003]
RBM17,[0],[0.4852115]
CAPN6,[0],[0.4850872]
KCNC4,[0],[0.48492467]
CLIP1,[0],[0.4848753]
KCNA3,[0],[0.48487303]
PDGFB,[0],[0.48483458]
PDXK,[0],[0.48481968]
CDC73,[0],[0.48474616]
COL18A1,[0],[0.4847391]
RGS6,[0],[0.4846356]
PRF1,[0],[0.484556]
LMO2,[0],[0.48454556]
SYTL1,[0],[0.48428604]
PTGES3,[0],[0.4842455]
INSR,[0],[0.48424506]
SLA2,[0],[0.48419246]
IGFBP3,[0],[0.48415238]
ANAPC7,[0],[0.4841417]
ZNF483,[0],[0.48341885]
CCNB1,[0],[0.4833618]
PTBP2,[0],[0.48332483]
EVC,[0],[0.4832108]
COL2A1,[0],[0.4829791]
SIRPB1,[0],[0.48253876]
BACE2,[0],[0.48250365]
CLCNKA,[0],[0.48237738]
ZNF317,[0],[0.4821847]
ROBO4,[0],[0.482107]
APOC1,[0],[0.48209006]
SAP30,[0],[0.48208517]
GJC1,[0],[0.4820515]
LIG1,[0],[0.48203987]
TPK1,[0],[0.48189953]
NCOA4,[0],[0.48189366]
MKLN1,[0],[0.48182833]
CHST11,[0],[0.48180827]
SCN10A,[0],[0.4816943]
IL32,[0],[0.4816787]
WNK4,[0],[0.48161632]
EWSR1,[0],[0.48160303]
SNRPA,[0],[0.4814655]
BARD1,[0],[0.48145932]
ACTG2,[0],[0.4814477]
TGIF1,[0],[0.48126948]
SEZ6L2,[0],[0.48115587]
BDKRB1,[0],[0.4807669]
PIP5K1B,[0],[0.48057732]
ATAD5,[0],[0.48041385]
PAQR8,[0],[0.48030755]
PRKCZ,[0],[0.48026058]
KCNH2,[0],[0.48026025]
POLG,[0],[0.4801878]
NOS2,[0],[0.48005754]
RGMA,[0],[0.48002502]
OGDHL,[0],[0.47982028]
AQP6,[0],[0.47979274]
FOXM1,[0],[0.47971404]
KDM3B,[0],[0.4795527]
TONSL,[0],[0.47950006]
E2F5,[0],[0.47949106]
MYO7A,[0],[0.47934836]
CTTN,[0],[0.47932395]
NDRG2,[0],[0.4792051]
PER3,[0],[0.47902563]
LY6E,[0],[0.47898707]
TDRD1,[0],[0.47896093]
HDAC9,[0],[0.47854462]
SF3B4,[0],[0.47840372]
PTGIS,[0],[0.47822055]
ITGB3BP,[0],[0.47813767]
CFTR,[0],[0.478081]
NFE2L1,[0],[0.47801873]
MRC2,[0],[0.4778842]
TRIM59,[0],[0.47785893]
MTHFD2,[0],[0.47777957]
CHRM2,[0],[0.47775066]
HSPD1,[0],[0.4777475]
LGALS3,[0],[0.47765437]
B3GAT1,[0],[0.47765067]
MEN1,[0],[0.4776361]
ETV1,[0],[0.47750047]
BTRC,[0],[0.4774708]
ANXA1,[0],[0.47735998]
ADRA1B,[0],[0.47725984]
IL1RAPL2,[0],[0.47725457]
SNRPE,[0],[0.47714478]
TMPO,[0],[0.4771207]
KAZN,[0],[0.4771043]
IL2RB,[0],[0.47710407]
PKNOX2,[0],[0.4770813]
SRSF10,[0],[0.4770152]
ABCB11,[0],[0.4768473]
NTF3,[0],[0.47684568]
RCC1,[0],[0.47679618]
MARCO,[0],[0.47669077]
PCDHA12,[0],[0.47647947]
EIF1AX,[0],[0.47642937]
RPA1,[0],[0.47639826]
SCARA3,[0],[0.47623667]
AIM2,[0],[0.47617278]
UNG,[0],[0.47609958]
PLIN2,[0],[0.47592637]
ZBTB16,[0],[0.47554338]
CDC6,[0],[0.4755418]
GCNT2,[0],[0.47551972]
TAOK3,[0],[0.47546974]
ANAPC1,[0],[0.47543415]
SKAP1,[0],[0.47540787]
NFYB,[0],[0.47540566]
PALB2,[0],[0.4752228]
NGF,[0],[0.47511277]
SPINK5,[0],[0.47510177]
TXNDC5,[0],[0.47497353]
MSH3,[0],[0.47491604]
CENPJ,[0],[0.47488335]
ARNTL2,[0],[0.47471318]
MEFV,[0],[0.47459054]
DDX23,[0],[0.47457066]
DZIP1,[0],[0.47435474]
HAVCR1,[0],[0.474087]
LMX1A,[0],[0.47407258]
HNRNPD,[0],[0.4740087]
EPCAM,[0],[0.4737347]
SPRY2,[0],[0.47364366]
FMNL3,[0],[0.4735427]
SLC25A26,[0],[0.4734304]
GMIP,[0],[0.47340494]
EIF3L,[0],[0.47334233]
TRAFD1,[0],[0.47332385]
ACLY,[0],[0.47327894]
PHB2,[0],[0.47323087]
HPD,[0],[0.47304663]
FBXW8,[0],[0.47294843]
AAK1,[0],[0.47294146]
IL20RA,[0],[0.47287577]
SHC4,[0],[0.47263843]
RPS4Y1,[0],[0.4726029]
DDX17,[0],[0.47255972]
EGR1,[0],[0.47249797]
CTSG,[0],[0.47245795]
CD81,[0],[0.47228947]
CCAR1,[0],[0.47217318]
DVL3,[0],[0.4718947]
SPATA5,[0],[0.47184968]
HEATR1,[0],[0.47169644]
MEIS2,[0],[0.47165772]
KRT1,[0],[0.4715618]
STRN,[0],[0.47146642]
GPS2,[0],[0.4714222]
MUC15,[0],[0.4713947]
ATXN7,[0],[0.47135177]
APBB1,[0],[0.4711979]
MAPK3,[0],[0.4711128]
FOXA2,[0],[0.47100592]
KLK1,[0],[0.47087955]
TRIM29,[0],[0.47081006]
ITGA7,[0],[0.4707954]
FCER2,[0],[0.47075546]
PLA2G12B,[0],[0.47072196]
RPGR,[0],[0.47072086]
MIF,[0],[0.47067478]
RAG1,[0],[0.47065297]
ECM1,[0],[0.4706139]
MX2,[0],[0.47057536]
FERMT2,[0],[0.4704905]
ITGA8,[0],[0.47023338]
GABRA2,[0],[0.4702046]
NFIC,[0],[0.4700582]
TNFSF10,[0],[0.4700479]
LPCAT1,[0],[0.4700065]
PCDHA6,[0],[0.4700029]
CENPT,[0],[0.46994808]
PRRT2,[0],[0.46993077]
UBE2E3,[0],[0.46992874]
CD180,[0],[0.4698785]
ADAMTS2,[0],[0.46979532]
CXCR4,[0],[0.46970403]
KPNA2,[0],[0.46970084]
ESPL1,[0],[0.46968305]
PCM1,[0],[0.46968257]
MAOB,[0],[0.46962693]
TRIP13,[0],[0.469495]
DCP1A,[0],[0.46948248]
LEPR,[0],[0.46931785]
SLC12A3,[0],[0.4689383]
PRPF3,[0],[0.4688847]
HEY1,[0],[0.46888402]
SUCLA2,[0],[0.46877748]
CCNB3,[0],[0.46867356]
TXN2,[0],[0.46856958]
KRT6C,[0],[0.46853188]
HMGB3,[0],[0.4685252]
TRAPPC8,[0],[0.46828493]
CLU,[0],[0.46813434]
MSX1,[0],[0.46810445]
TNNT3,[0],[0.46809793]
ITGA11,[0],[0.46791032]
RAD23A,[0],[0.46789852]
ENPP2,[0],[0.4674706]
ZNF235,[0],[0.46739972]
UCKL1,[0],[0.46728703]
TNFRSF1B,[0],[0.46725392]
POLR2J,[0],[0.4672376]
SPTSSA,[0],[0.46712705]
PMP22,[0],[0.46703246]
ADRA2A,[0],[0.46686095]
PLA2G5,[0],[0.46684256]
PKD2L1,[0],[0.4668385]
CDK4,[0],[0.46665448]
ADCY5,[0],[0.46664748]
MDM4,[0],[0.46661592]
SPG11,[0],[0.4666128]
GTF2A1,[0],[0.46647123]
ADRA2C,[0],[0.46644616]
MYH3,[0],[0.4663618]
EIF4G2,[0],[0.4663269]
KCNG1,[0],[0.46626267]
STAT5A,[0],[0.4662608]
DAXX,[0],[0.4660739]
SUMO1,[0],[0.46604392]
PLA2G7,[0],[0.4660225]
VPS39,[0],[0.46593645]
MBD3,[0],[0.46585754]
ALDH1A2,[0],[0.4658108]
EPHB4,[0],[0.46578577]
FXYD1,[0],[0.46555632]
FZD5,[0],[0.46552655]
TAF11,[0],[0.46550032]
KIF21A,[0],[0.46535432]
SHANK1,[0],[0.46533072]
EYA1,[0],[0.46528742]
C5,[0],[0.46511337]
GFPT2,[0],[0.465078]
