Gene,Predicted Label,Probability
MTMR14,[1],[0.8190572]
HDAC9,[1],[0.8188146]
ST6GAL1,[1],[0.81851745]
KRT23,[1],[0.81825644]
DERL2,[1],[0.8165509]
CHORDC1,[1],[0.8161493]
CHRNB1,[1],[0.81536794]
GH2,[1],[0.8152466]
SKIV2L,[1],[0.81517035]
ADAM23,[1],[0.81454736]
BRSK1,[1],[0.8137272]
HGFAC,[1],[0.8134428]
C1QA,[1],[0.81237465]
EPN1,[1],[0.81234956]
MATN3,[1],[0.81232536]
ADAMTS1,[1],[0.81148595]
MTMR12,[1],[0.8111581]
GABRA6,[1],[0.81103545]
VPS54,[1],[0.8103378]
GLRX5,[1],[0.80955845]
ATP6V1B2,[1],[0.8092724]
CALY,[1],[0.8082731]
GABRB3,[1],[0.80823416]
SCP2,[1],[0.8077787]
PTGDR2,[1],[0.8076109]
AP3D1,[1],[0.8066138]
EFNA3,[1],[0.805274]
KCNAB1,[1],[0.8043021]
PITX3,[1],[0.80335486]
CYP2B6,[1],[0.80330443]
CCL1,[1],[0.80318606]
ATG14,[1],[0.8031235]
DLL4,[1],[0.8017568]
PPP6R1,[1],[0.8012692]
DSN1,[1],[0.7999845]
SSBP3,[1],[0.7994494]
S100A8,[1],[0.79932755]
PGM5,[1],[0.79894394]
TBCD,[1],[0.79859537]
UNC93B1,[1],[0.79745126]
TNFRSF14,[1],[0.7960531]
WDR26,[1],[0.79564184]
JAM2,[1],[0.7951442]
FGF3,[1],[0.7943034]
EXOC3L1,[1],[0.7937559]
NTSR2,[1],[0.79357207]
USP44,[1],[0.79339767]
PKN1,[1],[0.79279494]
HAUS6,[1],[0.79262644]
SGCD,[1],[0.7923057]
LCAT,[1],[0.79074264]
ZMYND10,[1],[0.7896605]
CEP120,[1],[0.789375]
FMO1,[1],[0.7869]
GPR143,[1],[0.7868282]
CHTF18,[1],[0.7867866]
LARS2,[1],[0.7860274]
IFNA1,[1],[0.7850078]
METAP1,[1],[0.78308123]
KIF13B,[1],[0.782785]
ZNF326,[1],[0.7825133]
PRKG2,[1],[0.78160745]
L3MBTL2,[1],[0.78156316]
SHH,[1],[0.77912456]
CDC42BPB,[1],[0.7786089]
HTRA2,[1],[0.7784421]
C2,[1],[0.77753043]
PIGC,[1],[0.7774196]
NLRP7,[1],[0.77652055]
INSRR,[1],[0.7761678]
VPS53,[1],[0.77411306]
RAPH1,[1],[0.77384126]
SKIL,[1],[0.7737076]
RFXAP,[1],[0.7732749]
WIPF2,[1],[0.7709041]
AHSA1,[1],[0.7705205]
CERS5,[1],[0.7691586]
ITGB3BP,[1],[0.76825523]
NPHP4,[1],[0.767828]
PPP2R5A,[1],[0.76597756]
TAF6L,[1],[0.76556027]
CEP192,[1],[0.76509273]
FBXO25,[1],[0.7633032]
NCS1,[1],[0.7630515]
CKAP5,[1],[0.76201105]
MAMLD1,[1],[0.76156604]
SYNGR1,[1],[0.7598278]
EME1,[1],[0.75883716]
RBP2,[1],[0.7581068]
CHN2,[1],[0.75809515]
CSF1,[1],[0.7575992]
PTPN4,[1],[0.7559975]
TAPBP,[1],[0.75305724]
FGD4,[1],[0.75129575]
PDPK1,[1],[0.7497976]
PIGT,[1],[0.7486563]
NNAT,[1],[0.7481089]
CLDN18,[1],[0.7473609]
FLAD1,[1],[0.7458105]
CXCL2,[1],[0.7457136]
PER3,[1],[0.745288]
AP4S1,[1],[0.7452124]
CCL17,[1],[0.7448647]
SLC7A8,[1],[0.7438589]
GYPA,[1],[0.74385285]
UGT2B10,[1],[0.7421595]
MMP16,[1],[0.74136806]
LRG1,[1],[0.7383748]
KIF21A,[1],[0.73688227]
CTBS,[1],[0.73666346]
RBMX,[1],[0.73663986]
G6PD,[1],[0.73601466]
POFUT1,[1],[0.7346425]
SCAP,[1],[0.7339717]
GIT1,[1],[0.7337298]
ERCC8,[1],[0.7337154]
SCN3A,[1],[0.73304784]
CMTM7,[1],[0.7325415]
ITGB1BP1,[1],[0.7323587]
KLK8,[1],[0.7322129]
ELMO1,[1],[0.7272914]
PDPR,[1],[0.72698605]
CENPE,[1],[0.7258647]
FCN2,[1],[0.7254228]
PDS5B,[1],[0.72268796]
ESPL1,[1],[0.7221999]
RAB5B,[1],[0.72178125]
ODF2,[1],[0.7195398]
SPTB,[1],[0.7192324]
RGL1,[1],[0.7192187]
ARHGAP8,[1],[0.7175942]
MYO5B,[1],[0.7164984]
LY86,[1],[0.7162016]
KNTC1,[1],[0.7158494]
SATB2,[1],[0.7157911]
CTDSP1,[1],[0.7157094]
ADAR,[1],[0.71536386]
IL12A,[1],[0.71435946]
FEZ1,[1],[0.71426827]
THOC5,[1],[0.7140679]
NR1I2,[1],[0.71137995]
HIPK2,[1],[0.71096444]
DDX41,[1],[0.71042603]
SLC25A28,[1],[0.7098826]
MGAT1,[1],[0.7096085]
DOCK10,[1],[0.7077348]
IFNA7,[1],[0.7072305]
GPT,[1],[0.7066339]
POR,[1],[0.70628256]
BBS7,[1],[0.7061858]
CXCL8,[1],[0.7019682]
CAMK1,[1],[0.70163256]
ZAP70,[1],[0.6985206]
CNEP1R1,[1],[0.69744575]
SCD5,[1],[0.696762]
PER1,[1],[0.6960725]
LCMT1,[1],[0.69522333]
NUP85,[1],[0.69461167]
ADRM1,[1],[0.6944681]
CCNY,[1],[0.6931855]
RPA2,[1],[0.6929246]
TNIP1,[1],[0.6927548]
NR2F2,[1],[0.69263273]
HERC5,[1],[0.69186014]
BDP1,[1],[0.691312]
GTF2H3,[1],[0.6907433]
YWHAB,[1],[0.6904547]
TREML2,[1],[0.6902082]
HACE1,[1],[0.6900247]
AMBRA1,[1],[0.6895657]
ARHGAP17,[1],[0.68934256]
PTBP1,[1],[0.68851626]
TAC3,[1],[0.6864075]
PDX1,[1],[0.6851841]
EPHX2,[1],[0.6844579]
C15orf48,[1],[0.68432873]
SHC4,[1],[0.68123096]
IZUMO4,[1],[0.68104506]
PASD1,[1],[0.68058413]
PMM2,[1],[0.6781883]
CHM,[1],[0.6779163]
HOOK1,[1],[0.67763263]
MMP8,[1],[0.67602354]
CPT2,[1],[0.6733127]
MSX2,[1],[0.67203206]
SLC8A1,[1],[0.6717329]
TAS2R5,[1],[0.67158675]
USP13,[1],[0.66966355]
POLR2F,[1],[0.66855145]
TCP11,[1],[0.6682002]
TYMP,[1],[0.66802925]
AKR1C1,[1],[0.666339]
SUPT3H,[1],[0.66615444]
CFI,[1],[0.66436404]
GIMAP5,[1],[0.66203064]
ATP1B2,[1],[0.65990716]
CYP4F22,[1],[0.65954214]
RBBP4,[1],[0.65824795]
STIM2,[1],[0.6573718]
PRNP,[1],[0.6573242]
NDUFA9,[1],[0.65726733]
IFT88,[1],[0.6569227]
KLRC2,[1],[0.65640146]
HSD3B7,[1],[0.6557174]
TBP,[1],[0.65345615]
NELFE,[1],[0.65272725]
ATRN,[1],[0.65260947]
CYP2A6,[1],[0.6523042]
PLA2G3,[1],[0.650516]
MGRN1,[1],[0.64832103]
DNAH9,[1],[0.64763635]
HEXB,[1],[0.64631605]
TMPO,[1],[0.64310056]
KRT2,[1],[0.6421371]
TRAF5,[1],[0.6415784]
SUCLG1,[1],[0.6408973]
AP4M1,[1],[0.64087564]
RASGRP2,[1],[0.640385]
SLA2,[1],[0.64017874]
TRIP4,[1],[0.6397851]
ZZZ3,[1],[0.63971263]
RALA,[1],[0.63912463]
DYNC1LI1,[1],[0.6387188]
BCAT2,[1],[0.6371277]
GM2A,[1],[0.63516974]
PLOD2,[1],[0.63466746]
GAS2,[1],[0.6315378]
POLE4,[1],[0.6306852]
KL,[1],[0.63022697]
C1QB,[1],[0.62974316]
CBR4,[1],[0.6294434]
AKAP8,[1],[0.6286949]
HVCN1,[1],[0.6266641]
RCOR3,[1],[0.62585753]
DAAM2,[1],[0.6241692]
TMOD3,[1],[0.62327486]
CCDC174,[1],[0.62318313]
IPO8,[1],[0.6221798]
ARAP1,[1],[0.6218442]
ZNF70,[1],[0.6215479]
WDR6,[1],[0.6213107]
COIL,[1],[0.619344]
ITGA11,[1],[0.6186749]
GUCY2D,[1],[0.61862624]
MAFG,[1],[0.6172128]
DMC1,[1],[0.6157928]
RMI2,[1],[0.61564946]
LIMD1,[1],[0.61529666]
MPDZ,[1],[0.61527884]
NME8,[1],[0.61200565]
TAS1R1,[1],[0.6117686]
GOT1,[1],[0.6072191]
CAP2,[1],[0.60543674]
AHNAK,[1],[0.60530734]
ACSL3,[1],[0.60494304]
NCF2,[1],[0.6041326]
FABP3,[1],[0.60288596]
TBX4,[1],[0.60160136]
KATNAL1,[1],[0.5999754]
CSRP1,[1],[0.5971573]
PTGER3,[1],[0.59510356]
ALPL,[1],[0.5932039]
SLC35B1,[1],[0.5931628]
PTF1A,[1],[0.5923824]
CXCL3,[1],[0.5916811]
CLK4,[1],[0.58782864]
PIANP,[1],[0.5878038]
IRF5,[1],[0.5859105]
TRAPPC13,[1],[0.5856692]
PKD1,[1],[0.58457625]
FUT8,[1],[0.5831674]
CEP170,[1],[0.58213663]
PKD2,[1],[0.5799742]
ALG10,[1],[0.57678956]
COG4,[1],[0.5763213]
SCYL1,[1],[0.57450634]
KIF13A,[1],[0.5736415]
FUT9,[1],[0.56986207]
MRPS21,[1],[0.56925625]
UGGT1,[1],[0.5690323]
MYLIP,[1],[0.56816596]
PFN2,[1],[0.5649413]
FANCF,[1],[0.56392026]
SRR,[1],[0.563255]
TXN,[1],[0.5612032]
EXOSC9,[1],[0.56062376]
LPAR3,[1],[0.55956364]
DMGDH,[1],[0.55712116]
SBF1,[1],[0.55654365]
CXCL14,[1],[0.55576724]
SQLE,[1],[0.5555157]
CEP57,[1],[0.553756]
AP3S2,[1],[0.5520742]
PPP1R2,[1],[0.5517919]
ITIH4,[1],[0.5497597]
PSME2,[1],[0.5469124]
TNNT2,[1],[0.5467824]
MYBPC3,[1],[0.5462989]
KCNC1,[1],[0.5455162]
NAT8,[1],[0.5454413]
DPH5,[1],[0.5445976]
CASP1,[1],[0.5427604]
AICDA,[1],[0.54174]
KPNA5,[1],[0.54106146]
ZBTB7B,[1],[0.53934956]
CBX3,[1],[0.5390492]
KRT6A,[1],[0.53566736]
LRAT,[1],[0.53384566]
PCK2,[1],[0.5332389]
AKR1B1,[1],[0.53305787]
RND3,[1],[0.5326766]
SLC35A3,[1],[0.5311754]
LAMTOR1,[1],[0.5284307]
ABI2,[1],[0.52796394]
PPP1CB,[1],[0.5258129]
RXFP1,[1],[0.5257844]
COQ2,[1],[0.52554315]
GLRA2,[1],[0.5223199]
GGA2,[1],[0.5209903]
FGF7,[1],[0.5207814]
GBP2,[1],[0.5205967]
GNB5,[1],[0.5202553]
TPST1,[1],[0.5202223]
TNPO3,[1],[0.5175339]
GGA1,[1],[0.51691425]
LDB3,[1],[0.51682454]
NKD1,[1],[0.51550305]
AMH,[1],[0.5144903]
ARHGAP30,[1],[0.51259285]
COX6B1,[1],[0.5124089]
CLEC7A,[1],[0.51127017]
SAP130,[1],[0.51033163]
ECI2,[1],[0.50785506]
NDUFS1,[1],[0.5066226]
GBA,[1],[0.5060415]
AMOT,[1],[0.50594985]
NRF1,[1],[0.5042054]
RAB31,[1],[0.5041525]
RNF8,[1],[0.5025969]
TAP2,[1],[0.5011772]
LAT2,[1],[0.50051033]
PCK1,[0],[0.49993366]
UGT1A9,[0],[0.49682164]
IL22RA2,[0],[0.49682042]
CBR1,[0],[0.49341014]
SEC23IP,[0],[0.4925445]
EOGT,[0],[0.49198386]
FOXA3,[0],[0.49196544]
HSPH1,[0],[0.4917552]
DHRS9,[0],[0.48989528]
SYTL4,[0],[0.48977858]
COMMD2,[0],[0.4881841]
KCNK3,[0],[0.48778278]
AP1S3,[0],[0.48630378]
RPL12,[0],[0.48598093]
RBP4,[0],[0.48477462]
KCNJ10,[0],[0.48277947]
RIC1,[0],[0.4816568]
ITGAD,[0],[0.4796157]
ERF,[0],[0.47940087]
ANKFY1,[0],[0.47897646]
BAIAP2,[0],[0.4785586]
COX10,[0],[0.4769742]
PKP2,[0],[0.47587845]
HMGB3,[0],[0.47579917]
AGL,[0],[0.47545972]
KCNG3,[0],[0.47383308]
ATP8A1,[0],[0.47040525]
AP1B1,[0],[0.47014347]
PTPRE,[0],[0.4698706]
WRNIP1,[0],[0.46905386]
RPL28,[0],[0.46871325]
GSTZ1,[0],[0.46869695]
RABIF,[0],[0.46789172]
HAUS3,[0],[0.46748286]
PGF,[0],[0.46451738]
GPC6,[0],[0.46428797]
ATF4,[0],[0.46353787]
PAFAH1B1,[0],[0.46304426]
ARPC3,[0],[0.46292055]
TXNRD1,[0],[0.46255004]
TYW3,[0],[0.46202368]
MCM6,[0],[0.46066782]
KIF24,[0],[0.46035662]
NUDT16L1,[0],[0.4592777]
CASP8,[0],[0.4591892]
CRLF1,[0],[0.4586689]
SPIC,[0],[0.45808342]
GALK2,[0],[0.45329204]
LRRC8D,[0],[0.45289657]
ITSN1,[0],[0.4527836]
IL3,[0],[0.4523787]
CEP41,[0],[0.4522901]
ESYT3,[0],[0.4522459]
GNG5,[0],[0.45052588]
CLDN10,[0],[0.4455157]
TIMP2,[0],[0.44476596]
RAD51,[0],[0.44330588]
DBR1,[0],[0.44304946]
CAMKK1,[0],[0.44184038]
SLC9A3,[0],[0.44136465]
MYOM2,[0],[0.4410186]
MAP3K7,[0],[0.44082227]
PTPN2,[0],[0.4393677]
STX5,[0],[0.43903938]
DOCK11,[0],[0.43681148]
YEATS4,[0],[0.4360881]
IRF6,[0],[0.4360045]
ZMIZ1,[0],[0.43506247]
ONECUT3,[0],[0.43496862]
YBX1,[0],[0.43434206]
ZC3H13,[0],[0.43346468]
TP53INP2,[0],[0.43312794]
CACNB3,[0],[0.43234298]
SELL,[0],[0.43216965]
POLE3,[0],[0.43189543]
PIAS1,[0],[0.4317234]
MAT2A,[0],[0.42929384]
NPHP3,[0],[0.42863104]
SALL3,[0],[0.42681694]
RUFY1,[0],[0.42655715]
ARHGAP28,[0],[0.4257213]
SKAP2,[0],[0.4250493]
FCGR2A,[0],[0.42382812]
TRIM5,[0],[0.4232801]
WDR1,[0],[0.42325112]
OTUD3,[0],[0.42176384]
DNAJC9,[0],[0.4209468]
GBP4,[0],[0.42016283]
B3GNT4,[0],[0.4200591]
DCPS,[0],[0.41970977]
SEPHS1,[0],[0.41968578]
LIMK1,[0],[0.41895837]
LRRC4,[0],[0.4160269]
SLC27A2,[0],[0.4146586]
RIPK2,[0],[0.41463518]
PCYT1B,[0],[0.41358513]
MRC2,[0],[0.4129018]
TOB2,[0],[0.41284707]
BTAF1,[0],[0.4114092]
HGD,[0],[0.41109672]
PF4,[0],[0.41076908]
OSBP2,[0],[0.4099973]
RNF111,[0],[0.409552]
LDB1,[0],[0.40862405]
LIMK2,[0],[0.40760675]
CHST15,[0],[0.4056375]
HNRNPL,[0],[0.40539095]
ADRB1,[0],[0.40533277]
PRKAB2,[0],[0.40303123]
ALG6,[0],[0.40226305]
TBC1D7,[0],[0.40224776]
TPM2,[0],[0.40170395]
PYY,[0],[0.40144002]
SLC25A20,[0],[0.4013121]
NDUFB2,[0],[0.40026438]
GPX7,[0],[0.39925945]
SEC31A,[0],[0.39871994]
ARHGEF17,[0],[0.39826292]
CD40,[0],[0.39752758]
CRY1,[0],[0.3948292]
GFPT1,[0],[0.39467156]
GCK,[0],[0.39346626]
VAMP1,[0],[0.3916375]
SLC4A11,[0],[0.39127985]
XRCC6,[0],[0.3904432]
SLC25A18,[0],[0.39030164]
ACSS1,[0],[0.39020833]
TRIM11,[0],[0.38668185]
RASA2,[0],[0.38654515]
PPP1R14B,[0],[0.38637024]
TNFRSF25,[0],[0.38388008]
MTFMT,[0],[0.3831304]
CPSF6,[0],[0.3813193]
CPEB1,[0],[0.3810524]
C12orf66,[0],[0.3785963]
DCXR,[0],[0.37823045]
AP1S1,[0],[0.37657124]
RFX7,[0],[0.37432483]
RINL,[0],[0.37420622]
ABCG4,[0],[0.3740944]
ACADSB,[0],[0.37322706]
ATPAF2,[0],[0.36986515]
WDR59,[0],[0.36807346]
ARHGAP1,[0],[0.36774147]
DES,[0],[0.36766297]
GTF3A,[0],[0.3674246]
SPHK1,[0],[0.36729658]
HYKK,[0],[0.36681196]
RUVBL2,[0],[0.3666039]
SLC4A2,[0],[0.36609414]
NFYC,[0],[0.36544803]
GTF3C1,[0],[0.36515135]
RPS6KA4,[0],[0.36442548]
DTNBP1,[0],[0.36306363]
PKD2L1,[0],[0.35936195]
GMPS,[0],[0.3583367]
DDHD2,[0],[0.35663444]
ATP6V1D,[0],[0.355437]
KCNE3,[0],[0.35382482]
KPNB1,[0],[0.35169125]
ASPN,[0],[0.35109532]
SLITRK5,[0],[0.35038742]
CPS1,[0],[0.34846315]
CBFA2T3,[0],[0.34821385]
EYA2,[0],[0.34650806]
GABRG2,[0],[0.34513056]
STX12,[0],[0.3445245]
NFX1,[0],[0.34304205]
LIG3,[0],[0.34160003]
BTN3A2,[0],[0.3411799]
WDR11,[0],[0.33999577]
NR2F1,[0],[0.33825675]
RSAD2,[0],[0.33819926]
PRKCI,[0],[0.33602038]
SRRM2,[0],[0.33563587]
DUSP7,[0],[0.33536553]
MAP2,[0],[0.3339127]
C9,[0],[0.33366847]
ADH5,[0],[0.33346236]
ZSWIM7,[0],[0.3328358]
ZNHIT1,[0],[0.33110577]
SLC7A7,[0],[0.3292002]
PSMB5,[0],[0.32903096]
NANS,[0],[0.3279343]
TTC26,[0],[0.32574838]
CTDSPL,[0],[0.3247062]
TFDP1,[0],[0.32270053]
HPGDS,[0],[0.32220522]
FA2H,[0],[0.32135612]
RIF1,[0],[0.3204665]
IRF2BPL,[0],[0.32039306]
RPL9,[0],[0.32015383]
RELT,[0],[0.3188731]
MECR,[0],[0.31822294]
ZNF274,[0],[0.31601438]
VMP1,[0],[0.31288108]
PPP4R4,[0],[0.31287363]
MYOF,[0],[0.31227276]
TRERF1,[0],[0.3122291]
CASP4,[0],[0.3117961]
ATG12,[0],[0.31175387]
EXOC4,[0],[0.31097615]
EEF2,[0],[0.31090957]
LRRC6,[0],[0.30866978]
FAM13B,[0],[0.30598342]
SYT1,[0],[0.3055682]
SSX2IP,[0],[0.30299294]
GK5,[0],[0.30091876]
ING2,[0],[0.30052733]
INO80E,[0],[0.29962486]
OR1B1,[0],[0.2987817]
CSNK1G2,[0],[0.2967515]
LAMTOR5,[0],[0.29619592]
MTSS1,[0],[0.29601264]
PLK2,[0],[0.29545274]
NAPEPLD,[0],[0.29413202]
DVL1,[0],[0.29385236]
FNBP1,[0],[0.29375288]
VPREB3,[0],[0.29165468]
S100A10,[0],[0.29136696]
TDRKH,[0],[0.29096767]
HOXC5,[0],[0.29064837]
ARHGEF9,[0],[0.2897192]
ISCA1,[0],[0.28961828]
SEC31B,[0],[0.28930297]
CTDNEP1,[0],[0.28887188]
PDE4DIP,[0],[0.28851926]
ACD,[0],[0.28848138]
MGAT4A,[0],[0.28817868]
MRPS12,[0],[0.28774473]
NDUFB1,[0],[0.28729072]
C4BPB,[0],[0.28621283]
DOLPP1,[0],[0.28589347]
TTR,[0],[0.28581047]
ACO2,[0],[0.28425887]
SLC25A3,[0],[0.28237203]
LOXL1,[0],[0.28233573]
INSR,[0],[0.2817914]
LAMTOR4,[0],[0.28171828]
MEA1,[0],[0.2814776]
MYL12A,[0],[0.281153]
RNF11,[0],[0.27863026]
PIGL,[0],[0.2781626]
GIPR,[0],[0.27799773]
OAS2,[0],[0.27738297]
MVK,[0],[0.2772363]
ABCD2,[0],[0.27627715]
PSTK,[0],[0.2753031]
BAG1,[0],[0.27471325]
IQSEC1,[0],[0.27313054]
SNRPA,[0],[0.27071837]
MTMR3,[0],[0.2702186]
CENPM,[0],[0.2700495]
HSPA6,[0],[0.26871923]
NTNG2,[0],[0.26866615]
KCNH1,[0],[0.26800698]
NCF1,[0],[0.26788187]
RPL10A,[0],[0.26631135]
ST3GAL6,[0],[0.26575318]
DGKQ,[0],[0.2642933]
TLR9,[0],[0.26070836]
TNFRSF11B,[0],[0.25829908]
RERE,[0],[0.25814855]
RLIM,[0],[0.257296]
RAP1GDS1,[0],[0.2572299]
TOR1AIP2,[0],[0.25618428]
OPN4,[0],[0.25564587]
POLH,[0],[0.25544885]
GRK7,[0],[0.25441617]
DDOST,[0],[0.2531826]
CPNE3,[0],[0.25282875]
PUS1,[0],[0.2526884]
JADE1,[0],[0.25234598]
CD38,[0],[0.2522399]
WNT7B,[0],[0.25025848]
VDAC2,[0],[0.25020662]
CNTN2,[0],[0.24978341]
ABAT,[0],[0.24848527]
CCL5,[0],[0.24826734]
TOPORS,[0],[0.24773522]
G3BP2,[0],[0.24645256]
PDSS1,[0],[0.24588493]
ABI3,[0],[0.24456567]
DIO2,[0],[0.24442467]
CEL,[0],[0.24415241]
RAMP3,[0],[0.24411269]
NUMBL,[0],[0.24382183]
MAOB,[0],[0.24311511]
PAF1,[0],[0.24308836]
HS3ST1,[0],[0.24273446]
RPL34,[0],[0.2424793]
TLL2,[0],[0.24247564]
RIT1,[0],[0.24179643]
SEC23B,[0],[0.24167804]
TES,[0],[0.24041058]
NLGN1,[0],[0.23974296]
PRPSAP2,[0],[0.23766099]
EOMES,[0],[0.23678717]
ITGAE,[0],[0.2367397]
ALAS1,[0],[0.23647888]
CASP8AP2,[0],[0.2352398]
COL10A1,[0],[0.23508027]
CARD10,[0],[0.2316918]
NR4A2,[0],[0.23137566]
MAPK9,[0],[0.23130362]
GHRHR,[0],[0.22966784]
SETMAR,[0],[0.22957997]
MTERF4,[0],[0.2294217]
IFI44L,[0],[0.22921002]
STK4,[0],[0.22899762]
FNIP2,[0],[0.22891626]
KHDRBS1,[0],[0.2288405]
GPSM2,[0],[0.22856216]
ONECUT1,[0],[0.22853898]
PSEN1,[0],[0.22838576]
MRPS11,[0],[0.22764221]
MKNK1,[0],[0.22729413]
CLN8,[0],[0.2263412]
RPS6KA2,[0],[0.22439599]
APBB2,[0],[0.22417973]
CES1,[0],[0.22319117]
PCCA,[0],[0.22300321]
GUSB,[0],[0.2222098]
MICB,[0],[0.22220795]
MSRA,[0],[0.22137558]
OMG,[0],[0.22108196]
AUH,[0],[0.22071572]
TRIM50,[0],[0.22053175]
AASDH,[0],[0.22034618]
STAU1,[0],[0.22019641]
DENND3,[0],[0.22019263]
SLC19A1,[0],[0.22014478]
CLNS1A,[0],[0.21989127]
PIP5K1A,[0],[0.2181334]
SNRNP40,[0],[0.21784241]
EPHA5,[0],[0.21645406]
STX11,[0],[0.21589708]
CD47,[0],[0.21571696]
CD1D,[0],[0.21500018]
DBH,[0],[0.21263301]
THBS3,[0],[0.21207659]
LSAMP,[0],[0.21118799]
BAD,[0],[0.2108301]
P4HB,[0],[0.20979601]
IL13RA2,[0],[0.20740713]
ANKS4B,[0],[0.2057012]
DCAF15,[0],[0.20415846]
COL1A1,[0],[0.20357592]
MSTN,[0],[0.20318969]
LRP12,[0],[0.20276345]
TBCC,[0],[0.20139602]
UIMC1,[0],[0.19972253]
SSH2,[0],[0.19917011]
SLC22A13,[0],[0.1979317]
PSAT1,[0],[0.19612104]
ZNF300,[0],[0.19418785]
MEPE,[0],[0.19414169]
PPP1R15A,[0],[0.19340207]
UBE2T,[0],[0.19308552]
PPP2R3B,[0],[0.19265231]
MCM8,[0],[0.19176313]
VPS35,[0],[0.19166473]
GAP43,[0],[0.19144379]
PRKCH,[0],[0.1910841]
GFAP,[0],[0.19098933]
SGCB,[0],[0.19067335]
KPNA2,[0],[0.19051766]
PYURF,[0],[0.1902254]
STRAP,[0],[0.18875355]
RDX,[0],[0.1886539]
FZD7,[0],[0.1874297]
KCNIP1,[0],[0.1870411]
SIN3B,[0],[0.18661511]
SPRY3,[0],[0.18567783]
SCARF2,[0],[0.18517473]
KCTD3,[0],[0.18446362]
BTN3A1,[0],[0.18383142]
HSPB11,[0],[0.18376768]
CHGA,[0],[0.18357153]
PIGU,[0],[0.18323258]
NCBP2,[0],[0.1825307]
BDH1,[0],[0.18173896]
UBL5,[0],[0.18130618]
DIS3,[0],[0.18078326]
SYCP2,[0],[0.1805452]
POSTN,[0],[0.1802896]
DPP4,[0],[0.18005283]
UNC13A,[0],[0.1796635]
SLAMF7,[0],[0.1790423]
AP5M1,[0],[0.17679445]
SPAG7,[0],[0.17611286]
RAMP2,[0],[0.17427912]
UVRAG,[0],[0.17290683]
CD2,[0],[0.17203967]
KATNA1,[0],[0.17111969]
WFS1,[0],[0.16960363]
ORC1,[0],[0.16902572]
EXOSC1,[0],[0.1675483]
MTF2,[0],[0.16729213]
TUBB8,[0],[0.16719848]
NLRP1,[0],[0.16650498]
SPRR2A,[0],[0.16634613]
CHRD,[0],[0.1647421]
IFNA8,[0],[0.16443071]
ATP1B1,[0],[0.16393112]
RNGTT,[0],[0.16384521]
GFRA3,[0],[0.16346835]
PHF1,[0],[0.16326424]
GLDC,[0],[0.1631404]
CDC37,[0],[0.162869]
RBBP5,[0],[0.16258213]
BAZ1B,[0],[0.16237107]
RUSC1,[0],[0.16225553]
MAGOH,[0],[0.1620793]
PNPT1,[0],[0.16153398]
KCNG4,[0],[0.16127285]
SMEK1,[0],[0.16122438]
PLD2,[0],[0.1608949]
SLC27A5,[0],[0.1598267]
MIOS,[0],[0.1589105]
PDCL,[0],[0.15804546]
EVPL,[0],[0.15734212]
IRGM,[0],[0.15730605]
ATP13A2,[0],[0.15715696]
CNOT10,[0],[0.15656324]
CD274,[0],[0.15578485]
SLC3A2,[0],[0.15551127]
CTSC,[0],[0.15549248]
SNRPD3,[0],[0.15544836]
MTHFD2L,[0],[0.15544708]
IL12RB1,[0],[0.15423189]
MPRIP,[0],[0.15422682]
PTPRU,[0],[0.15288572]
ARHGAP36,[0],[0.15245658]
CENPO,[0],[0.15192714]
RNF20,[0],[0.15123205]
CKB,[0],[0.1508295]
PPBP,[0],[0.14991574]
TRIM36,[0],[0.14987199]
AHCYL1,[0],[0.14890869]
CTDP1,[0],[0.14889227]
EIF4B,[0],[0.14818074]
HOXC9,[0],[0.14757462]
EIF2AK1,[0],[0.14755216]
CROT,[0],[0.14668506]
HRH3,[0],[0.14658028]
FAM98B,[0],[0.14634688]
ASAP3,[0],[0.14599147]
KIF1C,[0],[0.14507051]
CAMK2G,[0],[0.14493239]
HELQ,[0],[0.14444889]
NR2C2,[0],[0.14414918]
CACNA2D1,[0],[0.14241752]
NOTCH3,[0],[0.14151783]
OXCT1,[0],[0.14119248]
BOC,[0],[0.14012723]
FAM110B,[0],[0.14008805]
SYTL1,[0],[0.13920026]
BRD9,[0],[0.13869329]
SLC22A17,[0],[0.13843858]
ARHGEF5,[0],[0.13802284]
CRYL1,[0],[0.13784514]
TET2,[0],[0.13708147]
TDRD3,[0],[0.13667296]
SBF2,[0],[0.13646413]
PDCD7,[0],[0.13624083]
PABPC4,[0],[0.13600615]
TRIM14,[0],[0.13596366]
PRAM1,[0],[0.13569678]
RRAGC,[0],[0.13554797]
ATP6V1E1,[0],[0.13344428]
CXCL5,[0],[0.13322087]
RAD51C,[0],[0.13313615]
MRPS28,[0],[0.1326983]
MS4A6E,[0],[0.13268158]
KLHL20,[0],[0.13187353]
TAF6,[0],[0.13164178]
IMP4,[0],[0.13154872]
CYP2C9,[0],[0.130954]
TUBB,[0],[0.13054237]
SLC44A2,[0],[0.13051704]
SKP2,[0],[0.13044159]
RASGRP4,[0],[0.13043375]
RHOBTB3,[0],[0.12998019]
STRIP2,[0],[0.12988095]
PFKFB2,[0],[0.12969255]
ETFDH,[0],[0.12932958]
POLB,[0],[0.12854151]
EDEM1,[0],[0.12848336]
AREL1,[0],[0.12822753]
RAC2,[0],[0.12788741]
SMARCA5,[0],[0.12764676]
COQ3,[0],[0.12743765]
NDUFA5,[0],[0.12728004]
